0.000167 0.000298
0.000175 0.001308
0.000200 0.002318
0.000243 0.003329
0.000302 0.004339
0.000377 0.005349
0.000470 0.006359
0.000580 0.007369
0.000706 0.008379
0.000849 0.009389
0.001010 0.010399
0.001186 0.011409
0.001380 0.012419
0.001591 0.013430
0.001819 0.014440
0.002063 0.015450
0.002324 0.016460
0.002602 0.017470
0.002897 0.018480
0.003209 0.019490
0.003538 0.020500
0.003883 0.021510
0.004246 0.022520
0.004625 0.023531
0.005021 0.024541
0.005434 0.025551
0.005864 0.026561
0.006311 0.027571
0.006774 0.028581
0.007254 0.029591
0.007752 0.030601
0.008266 0.031611
0.008797 0.032621
0.009344 0.033632
0.009909 0.034642
0.010491 0.035652
0.011089 0.036662
0.011704 0.037672
0.012336 0.038682
0.012985 0.039692
0.013651 0.040702
0.014334 0.041712
0.015033 0.042722
0.015750 0.043733
0.016483 0.044743
0.017233 0.045753
0.018000 0.046763
0.018784 0.047773
0.019584 0.048783
0.020402 0.049793
0.021236 0.050803
0.022087 0.051813
0.022955 0.052823
0.023840 0.053834
0.024742 0.054844
0.025661 0.055854
0.026596 0.056864
0.027548 0.057874
0.028517 0.058884
0.029504 0.059894
0.030506 0.060904
0.031526 0.061914
0.032563 0.062924
0.033616 0.063935
0.034687 0.064945
0.035774 0.065955
0.036878 0.066965
0.037999 0.067975
0.039136 0.068985
0.040291 0.069995
0.041462 0.071005
0.042651 0.072015
0.043856 0.073025
0.045078 0.074036
0.046317 0.075046
0.047573 0.076056
0.048845 0.077066
0.050135 0.078076
0.051441 0.079086
0.052764 0.080096
0.054104 0.081106
0.055461 0.082116
0.056835 0.083126
0.058225 0.084137
0.059633 0.085147
0.061057 0.086157
0.062498 0.087167
0.063956 0.088177
0.065431 0.089187
0.066922 0.090197
0.068431 0.091207
0.069956 0.092217
0.071499 0.093227
0.073058 0.094238
0.074634 0.095248
0.076227 0.096258
0.077836 0.097268
0.079463 0.098278
0.081106 0.099288
0.082767 0.100298
