0.000162 0.000268
0.000170 0.001278
0.000193 0.002288
0.000232 0.003298
0.000286 0.004308
0.000356 0.005318
0.000441 0.006328
0.000542 0.007338
0.000658 0.008348
0.000790 0.009358
0.000937 0.010369
0.001100 0.011379
0.001279 0.012389
0.001473 0.013399
0.001682 0.014409
0.001907 0.015419
0.002147 0.016429
0.002403 0.017439
0.002675 0.018449
0.002962 0.019459
0.003264 0.020470
0.003582 0.021480
0.003916 0.022490
0.004265 0.023500
0.004629 0.024510
0.005009 0.025520
0.005405 0.026530
0.005816 0.027540
0.006242 0.028550
0.006684 0.029560
0.007142 0.030571
0.007615 0.031581
0.008104 0.032591
0.008608 0.033601
0.009127 0.034611
0.009662 0.035621
0.010213 0.036631
0.010779 0.037641
0.011361 0.038651
0.011958 0.039661
0.012571 0.040672
0.013199 0.041682
0.013843 0.042692
0.014502 0.043702
0.015177 0.044712
0.015867 0.045722
0.016573 0.046732
0.017294 0.047742
0.018031 0.048752
0.018783 0.049762
0.019551 0.050773
0.020334 0.051783
0.021133 0.052793
0.021947 0.053803
0.022777 0.054813
0.023622 0.055823
0.024483 0.056833
0.025360 0.057843
0.026251 0.058853
0.027159 0.059863
0.028082 0.060874
0.029020 0.061884
0.029974 0.062894
0.030944 0.063904
0.031928 0.064914
0.032929 0.065924
0.033945 0.066934
0.034976 0.067944
0.036023 0.068954
0.037086 0.069964
0.038164 0.070975
0.039257 0.071985
0.040366 0.072995
0.041491 0.074005
0.042631 0.075015
0.043787 0.076025
0.044958 0.077035
0.046144 0.078045
0.047346 0.079055
0.048564 0.080065
0.049797 0.081076
0.051046 0.082086
0.052310 0.083096
0.053590 0.084106
0.054885 0.085116
0.056195 0.086126
0.057522 0.087136
0.058863 0.088146
0.060221 0.089156
0.061593 0.090167
0.062982 0.091177
0.064385 0.092187
0.065805 0.093197
0.067239 0.094207
0.068690 0.095217
0.070155 0.096227
0.071637 0.097237
0.073133 0.098247
0.074646 0.099257
0.076174 0.100268
