Date,Open,High,Low,Close,Volume
2019-06-30,14.8827,15.1487,14.49,14.8973,504467160
2019-07-07,15.3473,16.1047,14.8147,15.54,581458155
2019-07-14,15.416,16.3587,15.152,16.3387,568980960
2019-07-21,16.5333,17.3307,16.324,17.212,610900515
2019-07-28,17.25,17.738,14.8167,15.2027,830822670
2019-08-04,15.1393,16.4453,15.069,15.6227,614348250
2019-08-11,15.3067,15.9867,15.05,15.6673,398123580
2019-08-18,15.5327,15.7333,14.1033,14.6627,488022810
2019-08-25,14.9473,15.2727,14.0667,14.0933,486100305
2019-09-01,14.24,15.496,14.1027,15.0407,423369675
2019-09-08,14.9387,15.32,14.6137,15.1633,340829040
2019-09-15,15.3107,16.9,15.2627,16.3467,504352725
2019-09-22,16.4,16.5447,15.8773,16.0413,364387605
2019-09-29,16,16.5807,14.5573,16.142,749684880
2019-10-06,16.2,16.3967,14.952,15.4287,623369130
2019-10-13,15.32,16.7387,15.2367,16.526,577888560
2019-10-20,16.5267,17.652,16.4753,17.13,509149965
2019-10-27,17.222,22,16.6787,21.8753,1211620500
2019-11-03,21.836,22.7227,20.6533,20.8873,789708720
2019-11-10,20.9867,22.7667,20.6173,22.476,663194370
2019-11-17,22.93,23.7553,22.8,23.478,556578015
2019-11-24,23.5277,24.08,22,22.2027,627888045
2019-12-01,22.9547,22.9713,21.8067,21.996,424806615
2019-12-08,21.96,22.5907,21.8167,22.3927,443814450
2019-12-15,22.4393,24.3473,22.3387,23.8927,587247330
2019-12-22,24.17,27.5333,24.1667,27.0393,1106499300
2019-12-29,27.452,29.0207,27.3333,28.692,629889855
2020-01-05,28.586,30.2667,26.8053,29.534,753702060
2020-01-12,29.3647,33.2533,29.3333,31.8767,1515090720
2020-01-19,32.9,36.4933,32.8,34.0333,1626457215
2020-01-26,35.35,39.6333,35.2267,37.6533,1247657115
2020-02-02,36.1333,43.5333,35.9533,43.37,1325072625
2020-02-09,44.9133,64.6,44.9,49.87,3203105445
2020-02-16,53.3333,54.6667,49,53.3367,1355882475
2020-02-23,56.1067,62.9867,55.49,60.0667,1111434990
2020-03-01,55.9333,57.5667,40.7667,44.5333,1432167270
2020-03-08,47.4167,53.8,45.6167,46.9,1268153190
2020-03-15,40.36,44.5333,33.4667,36.44,1314466140
2020-03-22,31.3,32.9913,23.3673,28.502,1901267520
2020-03-29,28.9067,37.3333,27.3667,34.29,1385579310
2020-04-05,34.0167,36.1967,29.76,32.0007,1283148525
2020-04-12,34.08,38.3467,33.1967,38.2,886914660
2020-04-19,39.3433,51.6633,38.7033,50.26,1656225480
2020-04-26,48.8467,51.0367,44.92,48.3433,1134822150
2020-05-03,49.1733,57.9867,45.5367,46.7533,1696845735
2020-05-10,46.7333,54.9333,46.5333,54.6267,1125146250
2020-05-17,52.7,56.22,50.8867,53.2767,1135389195
2020-05-24,55.1867,55.6467,53.0667,54.46,763289310
2020-05-31,55.6333,55.6667,52.3333,55.6667,580912935
2020-06-07,57.2,60.5767,56.94,59.0433,799499880
2020-06-14,61.2667,68.5,60.61,62.3533,1152092250
2020-06-21,61.1867,67.9467,60.5667,66.7267,871061115
2020-06-28,66.6633,67.4667,62.4767,63.9833,626950065
2020-07-05,64.6,81.8667,63.2333,80.5767,847828740
2020-07-12,85.1133,103.26,84.4033,102.977,1401389820
2020-07-19,110.6,119.667,95.4,100.057,1536031320
2020-07-26,101.267,112.6,91.1033,94.4667,1367472705
2020-08-02,95.6667,104.313,94.2,95.3833,917283915
2020-08-09,96.6133,101.827,94.3333,96.8467,556366260
2020-08-16,96.5333,111.253,91,110.047,1065747810
2020-08-23,111.8,139.7,111.523,136.667,1365352500
2020-08-30,141.753,154.567,128.5,147.56,1331041725
2020-09-06,148.203,167.497,124.007,139.44,1507763772
2020-09-13,118.667,132.997,109.96,124.24,1021738581
2020-09-20,126.983,153.98,124.433,147.383,1248154734
