(130, 5) 2.8068638293444774
(130, 5) 3.05410111124662
(130, 5) 2.947252617717952
(130, 5) 3.245722380697641
(130, 5) 3.279067878995159
(130, 5) 3.2265964341845876
(130, 5) 2.9561057982235557
(130, 5) 3.2001043679901695
(130, 5) 3.1429900004666855
(130, 5) 2.6886630300309307
(130, 5) 2.7645364392002865
(130, 5) 3.372872910877941
(130, 5) 3.3340807867105777
(130, 5) 3.550910414315709
(130, 5) 3.4882236001476485
(130, 5) 2.563945290318708
(130, 5) 0.45626087626580336
(130, 5) 3.2175772314888196
(130, 5) 3.162342726101503
(130, 5) 2.8585918178693355
(130, 5) 3.0828791060277343
(130, 5) 0.4603827622609611
(130, 5) -1.6440258473181713
(130, 5) -0.386152459280412
(130, 5) 1.9084247412594166
(130, 5) 3.353333486008907
(130, 5) 3.456647983517607
(130, 5) 1.002880204506555
(130, 5) 0.8550107179558211
(130, 5) 2.6432692600339625
(130, 5) 3.3851804569072907
(130, 5) 2.185146763901578
(130, 5) 3.4636274015411725
(130, 5) 2.7524495016619763
(130, 5) 2.7931937159362317
(130, 5) 3.3602058742799237
(130, 5) 3.3670956048521834
(130, 5) 3.425643371515889
(130, 5) 3.354467584913513
(130, 5) 3.1644289419855607
(130, 5) 3.3034285734836555
(130, 5) 3.398381765954017
(130, 5) 2.157046717180407
(130, 5) -0.5383972656917928
(130, 5) 3.2837775841421752
(130, 5) 3.2883828336545147
(130, 5) 3.2247794161370535
(130, 5) 2.867445692176373
(130, 5) 2.77560087277055
(130, 5) 3.3132450100991946
(130, 5) -0.14421873784727346
(130, 5) 1.3373261948653123
(130, 5) 2.2523837352962897
(130, 5) 2.450058590993411
(130, 5) 2.732329186948615
(130, 5) 2.989955696917855
(130, 5) 2.236692797251921
(130, 5) 2.962757380628714
(130, 5) 3.0840942318706386
(130, 5) 3.0880317551853818
(130, 5) 1.8876868999182381
(130, 5) 2.5057927061374397
(130, 5) 2.674460856506821
(130, 5) 3.010554464307674
(130, 5) 1.5604532851629696
(130, 5) 2.8948713181154844
(130, 5) 1.2809678193628873
