(130, 5) 2.945967862473669
(130, 5) 3.097326962373291
(130, 5) 2.9345436097596043
(130, 5) 3.2230903058618026
(130, 5) 3.269634094708511
(130, 5) 3.1541060309702385
(130, 5) 2.931315524603521
(130, 5) 3.2012567975051915
(130, 5) 3.055440510835444
(130, 5) 2.5510106437242612
(130, 5) 2.588264179450272
(130, 5) 3.311907639930782
(130, 5) 3.354861557476026
(130, 5) 3.5474140932046865
(130, 5) 3.5126793138044565
(130, 5) 2.599145315777813
(130, 5) 0.30323760335588723
(130, 5) 3.2128456364913713
(130, 5) 3.133009550251453
(130, 5) 2.8532665763747875
(130, 5) 3.054990982794287
(130, 5) 0.3933875667293112
(130, 5) -1.4045914641479698
(130, 5) -0.9320128761007389
(130, 5) 2.079826045502962
(130, 5) 3.363393218502246
(130, 5) 3.4507893343490394
(130, 5) 0.9333954679747603
(130, 5) 0.6004905891846946
(130, 5) 2.499856099392895
(130, 5) 3.3535572841582475
(130, 5) 1.9265418565390728
(130, 5) 3.467404859895117
(130, 5) 2.710149377047019
(130, 5) 2.956344918398388
(130, 5) 3.3378729784758416
(130, 5) 3.3479609323433817
(130, 5) 3.4157881258984553
(130, 5) 3.313831747150619
(130, 5) 3.2261615149682346
(130, 5) 3.3801753008517093
(130, 5) 3.345449370054535
(130, 5) 2.233096693815259
(130, 5) -0.5603374688252991
(130, 5) 3.2661429341074673
(130, 5) 3.253085760150551
(130, 5) 3.220296768333206
(130, 5) 3.087377813497877
(130, 5) 2.7146413838739427
(130, 5) 3.281660272355005
(130, 5) 0.168671667488125
(130, 5) 1.4994640448488745
(130, 5) 2.0434614282801196
(130, 5) 2.4269081634069867
(130, 5) 2.741707462267744
(130, 5) 2.9843082774029153
(130, 5) 2.0284949186585894
(130, 5) 2.8698102312779614
(130, 5) 3.007652161854505
(130, 5) 3.0489655329730088
(130, 5) 2.150605036508761
(130, 5) 2.5718168035776596
(130, 5) 2.551962542651273
(130, 5) 3.0113685144370077
(130, 5) 1.7744660890334245
(130, 5) 2.8952052458959763
(130, 5) 1.5512325154097972
(130, 5) 1.3171311747432402
(130, 5) 2.8909504468704466
(130, 5) 1.7761807806817735
(130, 5) 0.1087285770450297
(130, 5) 2.343089287401046
(130, 5) 2.755820430080748
(130, 5) -2.4967233785811596
(130, 5) -0.896767743805599
(130, 5) 2.4368911644338773
(130, 5) 2.4650731147892895
(130, 5) 2.795000000643734
(130, 5) 2.655554453919361
(130, 5) 2.692352094957979
(130, 5) 2.7955312105159553
(130, 5) 2.8143267732661688
(130, 5) 2.5755043346001845
(130, 5) 2.84047245473821
(130, 5) 1.789039475574052
(130, 5) 2.8623898158695464
(130, 5) 2.9255741030814733
(130, 5) 2.4305876214262128
(130, 5) 2.1957868404984993
(130, 5) 2.9764822088244287
(130, 5) 3.020222587423264
(130, 5) 0.6483746180823271
(130, 5) 2.980908357936533
(130, 5) 2.7330398313893056
(130, 5) 3.076136641758316
(130, 5) 1.6299141635541918
(130, 5) 3.1974990928271882
(130, 5) 3.115091162413023
(130, 5) 3.1890241083819753
(130, 5) 3.177643702147849
(130, 5) 2.6299409460509597
(130, 5) 3.222996275400842
(130, 5) 2.773571503070512
(130, 5) 3.3574968275081822
