0.010189 -0.004557
0.010316 -0.003547
0.010698 -0.002537
0.011336 -0.001527
0.012228 -0.000516
0.013375 0.000494
0.014776 0.001504
0.016433 0.002514
0.018345 0.003524
0.020511 0.004534
0.022933 0.005544
0.025609 0.006554
0.028540 0.007564
0.031726 0.008574
0.035167 0.009585
0.038863 0.010595
0.042814 0.011605
0.047019 0.012615
0.051479 0.013625
0.056195 0.014635
0.061165 0.015645
0.066390 0.016655
0.071870 0.017665
0.077605 0.018675
0.083595 0.019686
0.089839 0.020696
0.096339 0.021706
0.103093 0.022716
0.110102 0.023726
0.117366 0.024736
0.124885 0.025746
0.132659 0.026756
0.140688 0.027766
0.148972 0.028776
0.157510 0.029787
0.166304 0.030797
0.175352 0.031807
0.184655 0.032817
0.194213 0.033827
0.204026 0.034837
0.214094 0.035847
0.224417 0.036857
0.234994 0.037867
0.245827 0.038877
0.256914 0.039888
0.268257 0.040898
0.279854 0.041908
0.291706 0.042918
0.303813 0.043928
0.316174 0.044938
0.328791 0.045948
0.341663 0.046958
0.354789 0.047968
0.368170 0.048979
0.381806 0.049989
0.395697 0.050999
0.409843 0.052009
0.424244 0.053019
0.438900 0.054029
0.453811 0.055039
0.468976 0.056049
0.484396 0.057059
0.500072 0.058069
0.516002 0.059080
0.532187 0.060090
0.548627 0.061100
0.565321 0.062110
0.582271 0.063120
0.599476 0.064130
0.616935 0.065140
0.634649 0.066150
0.652618 0.067160
0.670842 0.068170
0.689321 0.069181
0.708055 0.070191
0.727044 0.071201
0.746287 0.072211
0.765786 0.073221
0.785539 0.074231
0.805548 0.075241
0.825811 0.076251
0.846329 0.077261
0.867101 0.078271
0.888129 0.079282
0.909412 0.080292
0.930949 0.081302
0.952742 0.082312
0.974789 0.083322
0.997091 0.084332
1.019648 0.085342
1.042460 0.086352
1.065527 0.087362
1.088849 0.088372
1.112425 0.089383
1.136257 0.090393
1.160343 0.091403
1.184684 0.092413
1.209280 0.093423
1.234131 0.094433
1.259237 0.095443
